"APICD","APINM","ORGANNM","DATAFORMMAT","DOCXNAME","APITYPE","DETAILPK","DOCULINK"
"15008909",경상남도 의령군_민박/펜션업소,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(민박／펜션업소_API)_v1.0.docx,REST,uddi:ee62b959-11db-4c9f-aa48-fec405c7d8c2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001365941&fileDetailSn=0
"15057493",경상남도 의령군_금연구역,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(금연구역 API)_v1.0.docx,REST,uddi:52a8d316-2c88-46cc-94b3-e365e7abaf9b,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001365703&fileDetailSn=0
"15062849",경상남도_여성복지시설,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_여성복지시설.docx,REST,uddi:7cc833f6-4a65-45b5-94d3-f34a8dccf95e,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279590&fileDetailSn=1
"15062884",경상남도_일자리,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_일자리.docx,REST,uddi:2f2150c1-9eb7-4488-8c55-ae9b56bcc9b5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279765&fileDetailSn=1
"15062855","경상남도_원예시설(채소, 화훼)",경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_원예시설(채소화훼).docx,REST,uddi:e8799c63-6805-4944-9be3-8c61dc427441,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279598&fileDetailSn=1
"15062853",경상남도_우수주택,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_우수주택.docx,REST,uddi:f883fe98-e1e4-4635-be15-bc56513a991c,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279596&fileDetailSn=1
"15062498",경상남도_교육청,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_교육청.docx,REST,uddi:32efe11b-cf50-4fc0-843a-d76e74b0d798,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002278390&fileDetailSn=1
"15062945",경상남도_연도및경지면적별농가수,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_연도및경지면적별농가수.docx,REST,uddi:027f98c9-dbbc-480a-8903-865746d8273d,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279917&fileDetailSn=1
"15062914",경상남도_채석장,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_채석장.docx,REST,uddi:eec81d58-a8f8-493f-a7b8-fcc99c4c6cc2,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279812&fileDetailSn=1
"15062915",경상남도_청소년수련관,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_청소년수련관정보.docx,REST,uddi:a0521c18-4926-41ab-bcfe-8253028d8e66,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279813&fileDetailSn=1
"15062920",경상남도_축산농가,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_축산농가.docx,REST,uddi:a592353c-e344-4d55-867d-8032df464ee5,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279852&fileDetailSn=1
"15062936",경상남도_화물운송주선업체(이사업체),경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_화물운송주선업체(이사업체).docx,REST,uddi:ae7da4d3-9e31-43cd-bb57-b8f468308a57,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002279876&fileDetailSn=1
"15062542",경상남도_박물관,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_박물관.docx,REST,uddi:781ec007-5902-49b3-ab44-c74a1a9e4df9,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002278539&fileDetailSn=1
"15062546",경상남도_보도자료,경상남도,JSON+XML,OpenAPI활용가이드_경상남도공공데이터_보도자료.docx,REST,uddi:a362e2fa-6d5c-4d02-8fb9-aa04fbd36704,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002278549&fileDetailSn=1
"15063444",경상남도 의령군_민방위대피시설,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(민방위대피시설_API)_v1.0.docx,REST,uddi:9a5cde40-8d6f-4999-8a7a-a128db9c0701,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002282585&fileDetailSn=1
"3066163",경상남도 의령군 모범 음식점정보,경상남도 의령군,XML,OpenAPI활용가이드_의령군공공데이터(음식점_API)_v1.0.docx,REST,uddi:99503a3b-0067-4dd5-a59b-b370f37877bc,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001335810&fileDetailSn=0
"15043696",제주특별자치도_심야약국정보 조회 목록 서비스,제주특별자치도,XML,OpenAPI활용가이드_제주공공데이터(심야약국정보서비스)_v1.0.docx,REST,uddi:87693abb-d64a-49d5-9a20-c624c0f593ab,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001242075&fileDetailSn=0
"15075841",제주특별자치도_대중교통 급출발/급가속 정보 조회,제주특별자치도,JSON+XML,OpenAPI활용가이드(대중교통 급출발-급가속  정보 조회 서비스)-V1.0.hwp,REST,uddi:742c5ebf-6896-415a-8e34-accdd03e13cf_202109171417,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002440986&fileDetailSn=1
"15012630",국회 국회사무처_의사일정 정보,국회 국회사무처,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_의사일정정보(국회사무처)_v1.26.docx,REST,uddi:ae68d38b-9167-4263-9003-9e358a8a2ac5_201512302044,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001534370&fileDetailSn=0
"15012647",국회 국회사무처_의원 정보,국회 국회사무처,XML,IROS4_OA_DV_0401_OpenAPI활용가이드_국회의원정보(국회사무처)_v1.25.docx,REST,uddi:be70a7c9-841b-483e-9362-d05221d6ba66_201601111058,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001502157&fileDetailSn=0
"15025955",국회 국회입법조사처_의정지원,국회 국회입법조사처,JSON+XML,OpenAPI활용가이드-국회입법조사처_REV.1.0_의정지원 서비스.hwp,REST,uddi:b3ceb43c-5e52-4a0c-920e-8929bd7f2b7b,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001430412&fileDetailSn=0
"15026004",국회 국회입법조사처_채용정보,국회 국회입법조사처,JSON+XML,OpenAPI활용가이드-국회입법조사처_REV.1.0_채용정보 서비스.hwp,REST,uddi:b9860513-8521-450f-8831-b3f336eb647b,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000001430421&fileDetailSn=0
"15000900",중앙선거관리위원회 투·개표정보,중앙선거관리위원회,XML,OpenAPI활용가이드(투개표정보)_v3.1.hwp,REST,uddi:ef03102e-4dc7-4ca7-80a5-d7e9ad4620a0,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002326202&fileDetailSn=1
"15000864",중앙선거관리위원회 당선인정보,중앙선거관리위원회,XML,OpenAPI활용가이드(당선인정보)_v3.1.hwp,REST,uddi:c258801c-b6bd-426e-b826-e53bf097daed,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002326200&fileDetailSn=1
"15085016",부산항만공사_본선작업현황정보,부산항만공사,JSON+XML,기술문서_부산항만공사_본선작업현황정보.docx,REST,uddi:36e11dbe-733a-41d3-b3d1-c4be0b17266f_202108021436,https://www.data.go.kr/cmm/cmm/fileDownload.do?atchFileId=FILE_000000002413765&fileDetailSn=1
